Planet Name,Host Name,Number of Stars,Number of Moons,Discovery Method,Discovery Year,Discovery Facility,Orbital Period,Orbital Period (Upper),Orbital Period (Lower),Orbital Semi- Major Axis,Earth Radius,Earth Radius (Upper),Earth Radius (Lower),Jupiter Radius,Earth Mass,Earth Mass (Upper),Earth Mass (Lower),Spectral Type,Stellar Radius,Stellar Mass,Stellar Mass (Upper),Stellar Mass (Lower),Stellar Age,Relative Distance,Relative Distance (Upper),Relative Distance (Lower),Number of Emission Spectroscopy Measurements
Kepler-1642 c,Kepler-1642,1,0,Transit,2016,Kepler,6.6513802,0.0003227,-0.0003227,0.0678,2.66,0.29,-0.21,0.237,7.56,,,,0.84,0.88,0.06,-0.05,4.47,413.873,3.221,-3.174,0
Kepler-1643 b,Kepler-1643,1,0,Transit,2016,Kepler,5.34264507,0.00002177,-0.00002177,0.0531,2.3,0.25,-0.15,0.205,5.9,,,,0.88,0.92,0.04,-0.05,3.89,341.774,2.593,-2.554,0
Kepler-1644 b,Kepler-1644,1,0,Transit,2016,Kepler,21.0907758,0.0001114,-0.0001114,0.142,1.88,0.52,-0.16,0.168,4.19,,,,0.86,0.89,0.05,-0.05,4.27,629.27,,,0
Kepler-1645 b,Kepler-1645,1,0,Transit,2016,Kepler,16.1779561,0.0001069,-0.0001069,0.1285,1.78,0.43,-0.2,0.159,3.82,,,,1.02,1.02,0.06,-0.06,4.17,1202.47,29.92,-28.54,0
Kepler-1646 b,Kepler-1646,1,0,Transit,2016,Kepler,4.48558383,0.0000105,-0.0000105,0.0295,1.23,0.28,-0.24,0.11,2.04,,,,0.26,0.24,0.06,-0.06,4.68,127.591,0.621,-0.614,0
Kepler-1647 b,Kepler-1647,2,0,Transit,2016,Kepler,1107.5923,0.0227,-0.0227,2.7205,11.874,0.138,-0.138,1.059,483,206,-206,,1.79,1.22,0.01,-0.01,4.4,1212.45,22.335,-22.335,0
Kepler-1649 b,Kepler-1649,1,0,Transit,2017,Kepler,8.689099,0.000025,-0.000025,0.0514,1.017,0.051,-0.051,0.091,1.03,,,,0.23,0.2,0.01,-0.01,,92.1913,0.5489,-0.5425,0
Kepler-1649 c,Kepler-1649,1,0,Transit,2020,Kepler,19.53527,0.0001,-0.0001,0.0649,1.06,0.15,-0.1,0.095,1.2,,,,0.23,0.2,0.01,-0.01,,92.1913,0.5489,-0.5425,0
Kepler-165 b,Kepler-165,1,0,Transit,2014,Kepler,8.180848,0.000026,-0.000026,0.072,2.32,1.41,-1.41,0.207,5.99,,,,0.77,0.79,0.03,-0.03,10.5,560.885,6.331,-6.193,0
Kepler-165 c,Kepler-165,1,0,Transit,2014,Kepler,15.31299,0.000057,-0.000057,0.11,2.23,1.35,-1.35,0.199,5.6,,,,0.77,0.79,0.03,-0.03,10.5,560.885,6.331,-6.193,0
Kepler-1650 b,Kepler-1650,1,0,Transit,2017,Kepler,1.53818001,0.00000155,-0.00000154,0.0167,0.96,0.11,-0.1,0.086,0.84,,,,0.33,0.33,0.05,-0.04,13.9,134.397,0.725,-0.717,0
Kepler-1651 b,Kepler-1651,2,0,Transit,2017,Kepler,9.87863917,0.00001067,-0.0000101,0.0692,1.84,0.11,-0.11,0.164,4.04,,,,0.5,0.52,0.03,-0.03,,66.4074,0.1062,-0.1059,0
Kepler-1652 b,Kepler-1652,1,0,Transit,2017,Kepler,38.09722,0.00021,-0.00021,0.1654,1.6,0.18,-0.18,0.143,3.19,,,,0.38,0.4,0.04,-0.05,3.2,252,32,-30,0
Kepler-1653 b,Kepler-1653,1,0,Transit,2017,Kepler,140.2524,0.003,-0.003,0.4706,2.17,0.16,-0.23,0.194,5.35,,,,0.69,0.72,0.04,-0.03,7.7,755,44,-36,0
Kepler-1654 b,Kepler-1654,1,0,Transit,2018,Kepler,1047.8356,0.0018,-0.0019,2.026,9.18,0.213,-0.191,0.819,158.915,,,G5 V,1.18,1.01,0.06,-0.05,5,568.117,3.878,-3.828,0
Kepler-1655 b,Kepler-1655,1,0,Transit,2018,Kepler,11.8728787,0.0000085,-0.0000085,0.103,2.213,0.082,-0.082,0.197,5,3.1,-2.8,G0 V,1.03,1.03,0.04,-0.04,2.56,213.26,0.991,-0.982,0
Kepler-1656 b,Kepler-1656,1,0,Transit,2018,Kepler,31.578659,,,0.197,5.02,0.53,-0.53,0.448,48.6,4.2,-3.8,,1.1,1.03,0.04,-0.04,6.31,185.875,0.835,-0.827,0
Kepler-1658 b,Kepler-1658,1,0,Transit,2019,Kepler,3.84937278,0.0000008,-0.0000008,0.0544,11.994,0.56,-0.56,1.07,1868.8404,149.3801,-146.2018,,2.89,1.45,0.06,-0.06,2.01,788.238,17.434,-16.707,0
Kepler-166 b,Kepler-166,1,0,Transit,2014,Kepler,7.650254,0.000012,-0.000012,0.072,2.27,1.17,-1.17,0.203,5.77,,,,0.74,0.88,0.04,-0.05,0.8,603.53,7.443,-7.266,0
Kepler-166 c,Kepler-166,1,0,Transit,2014,Kepler,34.260281,0.000124,-0.000124,0.195,2.38,1.23,-1.23,0.212,6.26,,,,0.74,0.88,0.04,-0.05,0.8,603.53,7.443,-7.266,0
Kepler-166 d,Kepler-166,1,0,Transit,2016,Kepler,1.55400393,0.00000144,-0.00000144,0.0246,1.73,0.15,-0.1,0.154,3.64,,,,0.83,0.88,0.04,-0.05,4.47,603.53,7.443,-7.266,0
Kepler-1661 b,Kepler-1661,2,0,Transit,2020,Kepler,175.06,0.06,-0.06,0.633,3.87,0.06,-0.06,0.345,17,12,-12,K,0.76,0.84,0.02,-0.02,2,410.607,2.8825,-2.8825,0
Kepler-1663 b,Kepler-1663,1,0,Transit,2020,Kepler,17.6046,,,0.1072,3.304,,,0.295,10.9,,,,0.63,0.61,0.02,-0.02,0,337.926,3.407,-3.407,0
Kepler-1664 b,Kepler-1664,1,0,Transit,2020,Kepler,14.3868,,,0.1137,3.033,,,0.271,9.45,,,,1.07,0.94,0.07,-0.06,8.2,626.691,,,0
Kepler-1665 b,Kepler-1665,1,0,Transit,2020,Kepler,11.9548,,,0.1006,2.839,,,0.253,8.44,,,,0.78,0.84,,,13.9,335.515,1.5665,-1.5665,0
Kepler-1666 b,Kepler-1666,1,0,Transit,2020,Kepler,25.8476,,,0.1761,2.883,,,0.257,8.66,,,,1.15,1.23,,,0.41,1379.37,55.6,-51.51,0
Kepler-1666 c,Kepler-1666,1,0,Transit,2020,Kepler,40.7157,,,0.2383,3.236,,,0.289,10.5,,,,1.15,1.23,,,0.41,1379.37,55.6,-51.51,0
Kepler-1667 b,Kepler-1667,1,0,Transit,2020,Kepler,83.5781,,,0.4256,2.984,,,0.266,9.19,,,,1.09,1.09,,,4.7,626.819,6.1205,-6.1205,0
Kepler-1668 b,Kepler-1668,1,0,Transit,2020,Kepler,15.434,,,0.124,4.348,,,0.388,17.4,,,,1.02,0.98,,,,1335.64,63.84,-58.36,0
Kepler-1669 b,Kepler-1669,1,0,Transit,2020,Kepler,9.51216,,,0.0745,2.78,,,0.248,8.15,,,,0.71,0.67,,,13.9,543.444,10.777,-10.373,0
Kepler-167 b,Kepler-167,2,0,Transit,2014,Kepler,4.3931632,0.0000046,-0.0000045,0.0483,1.615,0.047,-0.043,0.144,3.24,,,K4,0.73,0.77,0.02,-0.03,3.3,341.908,1.973,-1.973,0
Kepler-167 c,Kepler-167,2,0,Transit,2014,Kepler,7.406114,0.000012,-0.000011,0.0684,1.548,0.05,-0.048,0.138,3.01,,,K4,0.73,0.77,0.02,-0.03,3.3,341.908,1.973,-1.973,0
Kepler-167 d,Kepler-167,2,0,Transit,2016,Kepler,21.803855,0.000078,-0.000119,0.1405,1.194,0.049,-0.048,0.107,1.83,,,K4,0.73,0.77,0.02,-0.03,3.3,341.908,1.973,-1.973,0
Kepler-167 e,Kepler-167,2,0,Transit,2016,Kepler,1071.23228,0.00056,-0.00056,1.89,10.15,0.24,-0.23,0.906,73.4,,,K4,0.73,0.77,0.02,-0.03,3.3,341.908,1.973,-1.973,0
Kepler-1670 b,Kepler-1670,1,0,Transit,2020,Kepler,20.4998,,,0.1528,3.356,,,0.299,11.2,,,,1.52,1.05,,,0.3,2065.98,117.37,-105.64,0
Kepler-1671 b,Kepler-1671,1,0,Transit,2020,Kepler,4.16787,,,0.0491,1.326,,,0.118,2.32,,,,0.93,0.87,0.13,-0.09,13.4,357.059,2.168,-2.143,0
Kepler-1672 b,Kepler-1672,1,0,Transit,2020,Kepler,150.878,,,0.5726,2.97,,,0.265,9.11,,,,1.09,1.16,0.19,-0.13,4.19,391.181,4.512,-4.411,0
Kepler-1673 b,Kepler-1673,1,0,Transit,2020,Kepler,33.7888,,,0.2127,2.936,,,0.262,8.93,,,,1.13,1.11,,,0.3,727.187,6.8485,-6.8485,0
Kepler-1674 b,Kepler-1674,1,0,Transit,2020,Kepler,62.5611,,,0.3017,3.206,,,0.286,10.4,,,,0.88,0.96,,,0.5,1012.48,28.889,-28.889,0
Kepler-1675 b,Kepler-1675,1,0,Transit,2020,Kepler,63.0382,,,0.3076,3.125,,,0.279,9.93,,,,1.13,1.06,,,1.9,651.117,5.841,-5.841,0
Kepler-1676 b,Kepler-1676,1,0,Transit,2020,Kepler,29.9221,,,0.1954,3.377,,,0.301,11.3,,,,1.06,1.07,0.11,-0.11,0.3,,,,0
Kepler-1677 b,Kepler-1677,1,0,Transit,2020,Kepler,22.064,,,0.1624,2.702,,,0.241,7.76,,,,1.25,1.11,,,0.3,735.369,8.6405,-8.6405,0
Kepler-1678 b,Kepler-1678,1,0,Transit,2020,Kepler,147.974,,,0.5302,3.304,,,0.295,10.9,,,,0.83,1.03,,,0.3,847.339,20.786,-19.83,0
Kepler-1679 b,Kepler-1679,1,0,Transit,2020,Kepler,9.75376,,,0.0892,2.069,,,0.185,4.93,,,,0.87,0.96,,,0.4,909.28,34.628,-32.219,0
Kepler-168 b,Kepler-168,1,0,Transit,2014,Kepler,4.425391,0.000033,-0.000033,0.056,1.46,0.66,-0.66,0.13,2.73,,,,1.11,1.11,0.07,-0.09,2.29,1343.6,46.48,-43.52,0
Kepler-168 c,Kepler-168,1,0,Transit,2014,Kepler,13.193242,0.000049,-0.000049,0.116,2.69,1.21,-1.21,0.24,7.7,,,,1.11,1.11,0.07,-0.09,2.29,1343.6,46.48,-43.52,0
Kepler-1680 b,Kepler-1680,1,0,Transit,2020,Kepler,8.77424,,,0.0784,1.36,,,0.121,2.42,,,,0.72,0.83,,,13.8,310.315,1.55,-1.535,0
Kepler-1681 b,Kepler-1681,1,0,Transit,2020,Kepler,69.8956,,,0.32,2.553,,,0.228,7.05,,,,0.76,0.89,0.06,-0.04,3.3,758.3,,,0
Kepler-1682 b,Kepler-1682,1,0,Transit,2020,Kepler,14.8334,,,0.1134,2.889,,,0.258,8.7,,,,0.84,0.99,,,5.7,1159.85,46.04,-46.04,0
Kepler-1683 b,Kepler-1683,1,0,Transit,2020,Kepler,15.0337,,,0.1182,1.875,,,0.167,4.17,,,,0.9,0.95,,,13.6,733.143,14.14,-13.624,0
Kepler-1684 b,Kepler-1684,1,0,Transit,2020,Kepler,47.7055,,,0.2253,2.871,,,0.256,8.6,,,,0.67,0.75,,,,621.996,12.5555,-12.5555,0
Kepler-1685 b,Kepler-1685,1,0,Transit,2020,Kepler,20.4905,,,0.1485,2.577,,,0.23,7.16,,,,0.84,0.96,,,,1141.89,44.55,-41.37,0
Kepler-1686 b,Kepler-1686,1,0,Transit,2020,Kepler,9.30987,,,0.0866,1.426,,,0.127,2.62,,,,1.2,1.02,,,0.4,729.823,7.53,-7.53,0
Kepler-1687 b,Kepler-1687,1,0,Transit,2020,Kepler,5.77954,,,0.0532,1.656,,,0.148,3.38,,,,0.73,0.65,,,13.8,417.014,5.407,-5.273,0
Kepler-1688 b,Kepler-1688,1,0,Transit,2020,Kepler,5.62012,,,0.0577,1.262,,,0.113,2.13,,,,0.75,0.81,0.03,-0.05,14,567.4468709,116.8382161,-116.8382161,0
Kepler-1689 b,Kepler-1689,1,0,Transit,2020,Kepler,8.483,,,0.0798,0.947,,,0.084,0.799,,,,1,1.02,0.08,-0.17,2.5,294.122,1.753,-1.731,0
Kepler-169 b,Kepler-169,1,0,Transit,2014,Kepler,3.250619,0.000013,-0.000013,0.04,1.13,0.08,-0.08,0.101,1.51,,,,0.76,0.84,0.03,-0.03,13.8,406.529,3.024,-2.98,0
Kepler-169 c,Kepler-169,1,0,Transit,2014,Kepler,6.195469,0.000029,-0.000029,0.062,1.21,0.08,-0.08,0.108,1.92,,,,0.76,0.84,0.03,-0.03,13.8,406.529,3.024,-2.98,0
Kepler-169 d,Kepler-169,1,0,Transit,2014,Kepler,8.348125,0.000041,-0.000041,0.075,1.25,0.09,-0.09,0.112,2.1,,,,0.76,0.84,0.03,-0.03,13.8,406.529,3.024,-2.98,0
Kepler-169 e,Kepler-169,1,0,Transit,2014,Kepler,13.767102,0.000034,-0.000034,0.105,2.2,0.29,-0.29,0.196,5.48,,,,0.76,0.84,0.03,-0.03,13.8,406.529,3.024,-2.98,0
Kepler-169 f,Kepler-169,1,0,Transit,2014,Kepler,87.090195,0.000406,-0.000406,0.359,2.58,0.24,-0.24,0.23,7.18,,,,0.76,0.84,0.03,-0.03,13.8,406.529,3.024,-2.98,0
Kepler-1690 b,Kepler-1690,1,0,Transit,2020,Kepler,234.636,,,0.7097,2.811,,,0.251,8.3,,,,0.86,0.94,,,8.5,703.789,9.481,-9.236,0
Kepler-1691 b,Kepler-1691,1,0,Transit,2020,Kepler,3.8482,,,0.0495,1.835,,,0.164,4.02,,,,1.13,1.11,,,0.61,1267.67,32.62,-31.06,0
Kepler-1692 b,Kepler-1692,1,0,Transit,2020,Kepler,5.95966,,,0.0646,1.112,,,0.099,1.42,,,,0.87,0.87,,,6.1,591.019,6.926,-6.77,0
Kepler-1693 b,Kepler-1693,1,0,Transit,2020,Kepler,12.0999,,,0.1011,1.289,,,0.115,2.21,,,,0.88,0.95,,,0.8,760.065,13.5015,-13.5015,0
Kepler-1694 b,Kepler-1694,1,0,Transit,2020,Kepler,3.89526,,,0.0449,1.18,,,0.105,1.76,,,,0.76,0.82,,,0.7,513.329,4.988,-4.896,0
Kepler-1695 b,Kepler-1695,1,0,Transit,2020,Kepler,4.7329,,,0.0529,1.119,,,0.1,1.46,,,,0.99,0.96,,,0.5,791.175,12.3105,-12.3105,0
Kepler-1696 b,Kepler-1696,1,0,Transit,2020,Kepler,65.9409,,,0.3244,2.81,,,0.251,8.29,,,,1.2,1.02,,,,1506.36,71.83,-65.68,0
Kepler-1697 b,Kepler-1697,1,0,Transit,2020,Kepler,33.4969,,,0.2008,1.26,,,0.112,2.12,,,,0.77,0.75,0.1,-0.09,,247.771,0.803,-0.797,0
Kepler-1698 b,Kepler-1698,1,0,Transit,2020,Kepler,1.2107,,,0.0203,1.073,,,0.096,1.25,,,,0.74,0.82,0.11,-0.08,,222.345,1.199,-1.187,0
Kepler-1699 b,Kepler-1699,1,0,Transit,2020,Kepler,3.49082,,,0.0418,1.567,,,0.14,3.08,,,,0.72,0.81,0.07,-0.09,,818.759,,,0
Kepler-17 b,Kepler-17,1,0,Transit,2011,Kepler,1.4857108,0.0000002,-0.0000002,0.02591,14.68,0.22,-0.22,1.31,778.65,34.96,-34.96,G2 V,1.01,1.04,,,1.8,720.753,10.343,-10.343,0
Kepler-170 b,Kepler-170,1,0,Transit,2014,Kepler,7.930592,0.000014,-0.000014,0.08,3.2,0.22,-0.22,0.285,82.6,67.5,-62.4,,1.03,1.09,0.02,-0.02,1.8,738.657,11.054,-10.738,0
Kepler-170 c,Kepler-170,1,0,Transit,2014,Kepler,16.665863,0.000053,-0.000053,0.131,2.86,0.17,-0.17,0.255,8.55,,,,1.03,1.09,0.02,-0.02,1.8,738.657,11.054,-10.738,0
Kepler-1700 b,Kepler-1700,1,0,Transit,2020,Kepler,234.239,,,0.7576,2.901,,,0.259,8.76,,,,1.09,1.12,,,,717.597,8.675,-8.473,0
Kepler-1701 b,Kepler-1701,1,0,Transit,2020,Kepler,169.134,,,0.5608,2.222,,,0.198,5.57,,,,0.84,0.87,,,,584.142,6.7525,-6.7525,0
Kepler-1702 b,Kepler-1702,1,0,Transit,2020,Kepler,18.5012,,,0.1275,1.602,,,0.143,3.2,,,,0.73,0.85,,,,857.14,26.059,-24.591,0
Kepler-1704 b,Kepler-1704,1,0,Transit,2013,Kepler,988.88113,0.00091,-0.00092,2.026,11.938,0.482,-0.46,1.065,1318.98789,92.17024,-92.17024,,1.7,1.13,0.04,-0.05,7.4,835.455,9.323,-9.122,0
Kepler-171 b,Kepler-171,1,0,Transit,2014,Kepler,4.166972,0.000007,-0.000007,0.05,2.34,1.05,-1.05,0.209,6.08,,,,0.84,0.91,0.05,-0.05,3.47,863.855,18.329,-18.329,0
Kepler-171 c,Kepler-171,1,0,Transit,2014,Kepler,11.463462,0.000026,-0.000026,0.098,2.56,1.15,-1.15,0.228,7.08,,,,0.84,0.91,0.05,-0.05,3.47,863.855,18.329,-18.329,0
Kepler-171 d,Kepler-171,1,0,Transit,2014,Kepler,39.595519,0.000699,-0.000699,0.223,1.89,0.9,-0.9,0.169,4.23,,,,0.84,0.91,0.05,-0.05,3.47,863.855,18.329,-18.329,0
Kepler-172 b,Kepler-172,1,0,Transit,2014,Kepler,2.940309,0.000007,-0.000007,0.04,2.35,0.42,-0.42,0.21,6.12,,,,1.08,1,0.04,-0.04,6.46,828.592,18.482,-17.707,0
Kepler-172 c,Kepler-172,1,0,Transit,2014,Kepler,6.388996,0.00002,-0.00002,0.068,2.86,0.53,-0.53,0.255,8.55,,,,1.08,1,0.04,-0.04,6.46,828.592,18.482,-17.707,0
Kepler-172 d,Kepler-172,1,0,Transit,2014,Kepler,14.627119,0.000105,-0.000105,0.118,2.25,0.4,-0.4,0.201,5.69,,,,1.08,1,0.04,-0.04,6.46,828.592,18.482,-17.707,0
Kepler-172 e,Kepler-172,1,0,Transit,2014,Kepler,35.118736,0.000253,-0.000253,0.211,2.76,0.56,-0.56,0.246,8.05,,,,1.08,1,0.04,-0.04,6.46,828.592,18.482,-17.707,0
Kepler-173 b,Kepler-173,1,0,Transit,2014,Kepler,4.263742,0.000021,-0.000021,0.048,1.29,0.64,-0.64,0.115,2.21,,,,0.95,0.79,0.09,-0.05,3.3,833.165,14.828,-14.828,0
Kepler-173 c,Kepler-173,1,0,Transit,2014,Kepler,8.005777,0.000015,-0.000015,0.074,2.43,1.21,-1.21,0.217,6.48,,,,0.95,0.79,0.09,-0.05,3.3,833.165,14.828,-14.828,0
Kepler-174 b,Kepler-174,1,0,Transit,2014,Kepler,13.98179,0.000024,-0.000024,0.1,1.96,0.11,-0.11,0.175,4.5,,,,0.62,0.6,0.02,-0.02,4.9,384.757,2.684,-2.684,0
Kepler-174 c,Kepler-174,1,0,Transit,2014,Kepler,44.000529,0.000265,-0.000265,0.214,1.49,0.09,-0.09,0.133,2.83,,,,0.62,0.6,0.02,-0.02,4.9,384.757,2.684,-2.684,0
Kepler-174 d,Kepler-174,1,0,Transit,2014,Kepler,247.35373,0.002001,-0.002001,0.677,2.19,0.13,-0.13,0.195,5.43,,,,0.62,0.6,0.02,-0.02,4.9,384.757,2.684,-2.684,0
Kepler-175 b,Kepler-175,1,0,Transit,2014,Kepler,11.903515,0.000046,-0.000046,0.105,2.56,1.28,-1.28,0.228,7.08,,,,1.01,1.12,0.1,-0.07,3.39,1312.34,45.29,-42.42,0
Kepler-175 c,Kepler-175,1,0,Transit,2014,Kepler,34.035257,0.000279,-0.000279,0.213,3.1,1.56,-1.56,0.277,9.8,,,,1.01,1.12,0.1,-0.07,3.39,1312.34,45.29,-42.42,0
Kepler-176 b,Kepler-176,1,0,Transit,2014,Kepler,5.433074,0.000024,-0.000024,0.058,1.43,0.73,-0.73,0.128,2.63,,,,0.89,0.79,0.06,-0.03,13.7,527.321,6.058,-5.925,0
Kepler-176 c,Kepler-176,1,0,Transit,2014,Kepler,12.759712,0.000033,-0.000033,0.102,2.6,1.33,-1.33,0.232,23,13.5,-8,,0.89,0.79,0.06,-0.03,13.7,527.321,6.058,-5.925,0
Kepler-176 d,Kepler-176,1,0,Transit,2014,Kepler,25.751974,0.000115,-0.000115,0.163,2.51,1.32,-1.32,0.224,15.2,10.4,-5.8,,0.89,0.79,0.06,-0.03,13.7,527.321,6.058,-5.925,0
Kepler-176 e,Kepler-176,1,0,Transit,2016,Kepler,51.16579,0.0006432,-0.0006432,0.2494,1.45,0.12,-0.15,0.129,2.7,,,,0.83,0.87,0.04,-0.05,4.68,527.321,6.058,-5.925,0
Kepler-177 b,Kepler-177,1,0,Transit,2013,Kepler,36.8601,0.0015,-0.0014,0.2184,3.5,0.19,-0.15,0.312,5.84,0.86,-0.82,,1.32,0.92,0.03,-0.02,1.8,1435.44,42.1,-39.81,0
Kepler-177 c,Kepler-177,1,0,Transit,2013,Kepler,49.40926,0.00078,-0.00077,0.2655,8.73,0.36,-0.34,0.779,14.7,2.7,-2.5,,1.32,0.92,0.03,-0.02,1.8,1435.44,42.1,-39.81,0
Kepler-178 b,Kepler-178,1,0,Transit,2014,Kepler,9.576694,0.000021,-0.000021,0.085,2.9,1.25,-1.25,0.259,8.75,,,,1.07,0.94,0.04,-0.04,11.3,716.025,10.369,-10.082,0
Kepler-178 c,Kepler-178,1,0,Transit,2014,Kepler,20.552802,0.000066,-0.000066,0.142,2.88,1.23,-1.23,0.257,8.65,,,,1.07,0.94,0.04,-0.04,11.3,716.025,10.369,-10.082,0
Kepler-178 d,Kepler-178,1,0,Transit,2014,Kepler,96.678988,0.000702,-0.000702,0.397,3.95,1.7,-1.7,0.352,14.8,,,,1.07,0.94,0.04,-0.04,11.3,716.025,10.369,-10.082,0
Kepler-179 b,Kepler-179,1,0,Transit,2014,Kepler,2.735926,0.000008,-0.000008,0.036,1.64,0.68,-0.68,0.146,3.33,,,,0.76,0.84,0.03,-0.03,0.6,605.68,6.565,-6.565,0
Kepler-179 c,Kepler-179,1,0,Transit,2014,Kepler,6.40013,0.000017,-0.000017,0.064,2,0.81,-0.81,0.178,4.66,,,,0.76,0.84,0.03,-0.03,0.6,605.68,6.565,-6.565,0
Kepler-18 b,Kepler-18,1,0,Transit,2011,Kepler,3.504725,0.000028,-0.000028,0.0447,2,0.1,-0.1,0.178,6.9,3.4,-3.4,,1.11,0.97,0.04,-0.04,10,433.047,3.204,-3.158,0
Kepler-18 c,Kepler-18,1,0,Transit,2011,Kepler,7.64159,0.00003,-0.00003,0.0752,5.49,0.26,-0.26,0.49,17.3,1.9,-1.9,,1.11,0.97,0.04,-0.04,10,433.047,3.204,-3.158,0
Kepler-18 d,Kepler-18,1,0,Transit,2011,Kepler,14.85888,0.00004,-0.00004,0.1172,6.98,0.33,-0.33,0.623,16.4,1.4,-1.4,,1.11,0.97,0.04,-0.04,10,433.047,3.204,-3.158,0
Kepler-180 b,Kepler-180,1,0,Transit,2014,Kepler,13.817124,0.000155,-0.000155,0.109,1.5,0.67,-0.67,0.134,2.86,,,,1.06,0.95,0.04,-0.05,9.7,695.65,8.646,-8.44,0
Kepler-180 c,Kepler-180,1,0,Transit,2014,Kepler,41.885775,0.000228,-0.000228,0.229,3.01,1.34,-1.34,0.269,9.32,,,,1.06,0.95,0.04,-0.05,9.7,695.65,8.646,-8.44,0
Kepler-181 b,Kepler-181,1,0,Transit,2014,Kepler,3.137873,0.000013,-0.000013,0.04,1.27,0.62,-0.62,0.113,2.15,,,,0.75,0.85,0.03,-0.03,0.5,609.283,7.946,-7.946,0
Kepler-181 c,Kepler-181,1,0,Transit,2014,Kepler,4.302149,0.000008,-0.000008,0.049,1.99,0.98,-0.98,0.178,4.62,,,,0.75,0.85,0.03,-0.03,0.5,609.283,7.946,-7.946,0
Kepler-182 b,Kepler-182,1,0,Transit,2014,Kepler,9.825792,0.000062,-0.000062,0.096,2.58,1.18,-1.18,0.23,7.18,,,,1.15,1.16,0.13,-0.08,3.09,1549.09,50.53,-50.53,0
Kepler-182 c,Kepler-182,1,0,Transit,2014,Kepler,20.684342,0.000097,-0.000097,0.157,3.43,1.53,-1.53,0.306,11.6,,,,1.15,1.16,0.13,-0.08,3.09,1549.09,50.53,-50.53,0
Kepler-183 b,Kepler-183,1,0,Transit,2014,Kepler,5.687945,0.00002,-0.00002,0.064,2.06,0.89,-0.89,0.184,4.9,,,,0.96,0.94,0.07,-0.05,4.27,1050.64,27.69,-27.69,0
Kepler-183 c,Kepler-183,1,0,Transit,2014,Kepler,11.637071,0.000055,-0.000055,0.103,2.27,0.98,-0.98,0.203,35.7,30.9,-24.2,,0.96,0.94,0.07,-0.05,4.27,1050.64,27.69,-27.69,0
Kepler-184 b,Kepler-184,1,0,Transit,2014,Kepler,10.687576,0.000025,-0.000025,0.092,2.36,1.33,-1.33,0.211,6.17,,,,0.87,0.97,0.05,-0.05,1.7,610.326,6.0115,-6.0115,0
Kepler-184 c,Kepler-184,1,0,Transit,2014,Kepler,20.303005,0.000087,-0.000087,0.141,1.97,1.11,-1.11,0.176,8.8,7.4,-5.7,,0.87,0.97,0.05,-0.05,1.7,610.326,6.0115,-6.0115,0
Kepler-184 d,Kepler-184,1,0,Transit,2014,Kepler,29.022358,0.000176,-0.000176,0.179,2.49,1.41,-1.41,0.222,6.76,,,,0.87,0.97,0.05,-0.05,1.7,610.326,6.0115,-6.0115,0
Kepler-185 b,Kepler-185,1,0,Transit,2014,Kepler,1.6329,0.000005,-0.000005,0.026,1.17,0.67,-0.67,0.104,1.71,,,,0.81,0.81,0.04,-0.03,11.9,466.735,4.744,-4.652,0
Kepler-185 c,Kepler-185,1,0,Transit,2014,Kepler,20.729042,0.000097,-0.000097,0.139,2.02,1.17,-1.17,0.18,4.74,,,,0.81,0.81,0.04,-0.03,11.9,466.735,4.744,-4.652,0
Kepler-186 b,Kepler-186,1,0,Transit,2014,Kepler,3.8867907,0.0000062,-0.0000063,0.0343,1.07,0.12,-0.12,0.095,1.24,,,M1,0.47,0.48,0.06,-0.06,4,177.594,0.774,-0.774,0
Kepler-186 c,Kepler-186,1,0,Transit,2014,Kepler,7.267302,0.000012,-0.000011,0.0451,1.25,0.14,-0.14,0.112,2.1,,,M1,0.47,0.48,0.06,-0.06,4,177.594,0.774,-0.774,0
Kepler-186 d,Kepler-186,1,0,Transit,2014,Kepler,13.342996,0.000025,-0.000024,0.0781,1.4,0.16,-0.16,0.125,2.54,,,M1,0.47,0.48,0.06,-0.06,4,177.594,0.774,-0.774,0
Kepler-186 e,Kepler-186,1,0,Transit,2014,Kepler,22.407704,0.000074,-0.000072,0.11,1.27,0.15,-0.14,0.113,2.15,,,M1,0.47,0.48,0.06,-0.06,4,177.594,0.774,-0.774,0
Kepler-186 f,Kepler-186,1,0,Transit,2014,Kepler,129.9441,0.0013,-0.0012,0.432,1.17,0.08,-0.08,0.104,1.71,,,M1,0.52,0.54,0.02,-0.02,4,177.594,0.774,-0.774,0
Kepler-187 b,Kepler-187,1,0,Transit,2014,Kepler,4.938864,0.000058,-0.000058,0.059,1.41,0.28,-0.28,0.126,2.57,,,,1.29,1.11,0.06,-0.06,3.72,1143,33.31,-31.51,0
Kepler-187 c,Kepler-187,1,0,Transit,2014,Kepler,10.640263,0.000048,-0.000048,0.099,2.67,0.52,-0.52,0.238,7.61,,,,1.29,1.11,0.06,-0.06,3.72,1143,33.31,-31.51,0
Kepler-188 b,Kepler-188,1,0,Transit,2014,Kepler,2.061897,0.00001,-0.00001,0.032,1.68,0.76,-0.76,0.15,3.46,,,,1.14,0.98,0.04,-0.06,5.8,968.544,22.38,-21.409,0
Kepler-188 c,Kepler-188,1,0,Transit,2014,Kepler,5.996553,0.000015,-0.000015,0.066,3.19,1.45,-1.45,0.285,10.3,,,,1.14,0.98,0.04,-0.06,5.8,968.544,22.38,-21.409,0
